"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","ปริมาณ","% เปลี่ยน"
"11/06/2012","878.72","884.21","888.42","876.61","609.10M","-0.53%"
"11/05/2012","883.43","883.62","886.73","880.66","660.44M","-0.01%"
"11/02/2012","883.54","884.81","887.15","882.37","1.10B","0.66%"
"11/01/2012","877.71","877.29","880.99","874.93","705.37M","-0.15%"
"10/31/2012","879.06","876.21","880.38","874.39","647.01M","0.27%"
"10/30/2012","876.66","867.01","876.66","865.72","472.71M","1.27%"
"10/29/2012","865.65","866.74","868.23","861.56","611.01M","-0.15%"
"10/26/2012","866.98","873.80","874.99","859.29","750.12M","-1.21%"
"10/25/2012","877.61","873.97","878.93","868.34","716.72M","0.22%"
"10/24/2012","875.64","882.76","885.45","873.21","1.21B","-1.39%"
"10/22/2012","887.97","881.98","888.71","880.92","537.24M","0.14%"
"10/19/2012","886.76","889.30","891.39","885.82","1.31B","-0.28%"
"10/18/2012","889.29","885.64","889.78","882.00","1.25B","0.86%"
"10/17/2012","881.67","875.67","881.93","873.31","1.14B","1.13%"
"10/16/2012","871.78","878.28","879.26","871.13","864.79M","-0.31%"
"10/15/2012","874.48","875.45","877.83","869.94","561.32M","-0.55%"
"10/12/2012","879.31","879.68","882.96","878.15","843.50M","0.25%"
"10/11/2012","877.16","872.83","877.42","865.81","1.35B","0.58%"
"10/10/2012","872.13","869.86","875.84","869.86","1.03B","-0.27%"
"10/09/2012","874.48","887.85","890.82","874.48","800.82M","-0.97%"
"10/08/2012","883.05","886.82","888.13","880.22","753.83M","-0.76%"
"10/05/2012","889.77","890.16","892.45","887.74","857.75M","0.31%"
"10/04/2012","886.98","887.85","892.63","885.82","1.12B","-0.06%"
"10/03/2012","887.49","888.82","891.00","884.37","842.13M","0.00%"
"10/02/2012","887.50","887.69","890.11","884.53","644.96M","0.37%"
"10/01/2012","884.21","882.98","887.89","881.68","593.83M","-0.27%"
"09/28/2012","886.58","884.40","887.86","882.10","937.54M","1.13%"
"09/27/2012","876.67","870.50","880.37","870.05","953.38M","0.88%"
"09/26/2012","868.98","873.92","875.69","866.03","1.75B","-1.03%"
"09/25/2012","878.03","878.59","880.07","875.59","1.30B","0.16%"
"09/24/2012","876.60","875.96","879.56","873.45","1.65B","-0.26%"
"09/21/2012","878.85","879.06","881.12","875.82","1.01B","0.19%"
"09/20/2012","877.22","876.74","879.99","871.90","1.00B","-0.31%"
"09/19/2012","879.92","871.04","880.25","870.93","1.02B","1.08%"
"09/18/2012","870.49","872.93","876.81","868.50","623.98M","-0.70%"
"09/17/2012","876.61","875.76","879.40","872.67","926.51M","0.21%"
"09/14/2012","874.81","872.85","877.34","869.82","1.40B","1.68%"
"09/13/2012","860.36","863.31","863.43","856.88","1.31B","-0.21%"
"09/12/2012","862.15","858.15","862.15","856.00","925.54M","1.10%"
"09/11/2012","852.80","854.59","856.43","850.17","1.39B","-0.27%"
"09/10/2012","855.12","854.56","858.27","854.17","790.25M","0.37%"
"09/07/2012","851.95","858.49","859.74","851.95","1.06B","0.17%"
"09/06/2012","850.50","846.09","852.80","845.58","919.96M","0.87%"
"09/05/2012","843.17","841.76","847.19","841.01","888.68M","-0.39%"
"09/04/2012","846.46","849.88","850.56","843.01","943.44M","0.02%"
"09/03/2012","846.27","842.89","849.05","840.97","860.27M","0.71%"
"08/31/2012","840.32","829.25","840.32","827.67","1.06B","1.18%"
"08/30/2012","830.52","831.61","832.38","825.35","905.78M","-0.52%"
"08/29/2012","834.88","845.34","847.96","834.88","873.52M","-1.26%"
"08/28/2012","845.55","846.94","850.84","845.44","836.70M","-0.13%"
"08/27/2012","846.66","852.16","853.93","846.66","548.94M","-0.46%"
"08/24/2012","850.60","847.31","851.26","845.71","836.93M","-0.18%"
"08/23/2012","852.17","850.20","855.64","849.30","762.96M","0.39%"
"08/22/2012","848.83","846.25","849.58","844.86","662.96M","0.08%"
"08/21/2012","848.17","845.25","850.84","844.77","769.21M","0.16%"
"08/20/2012","846.85","842.03","847.76","838.96","391.19M","0.37%"
"08/17/2012","843.73","849.45","849.46","840.87","664.55M","-0.17%"
"08/16/2012","845.18","849.85","851.22","845.18","758.51M","-0.42%"
"08/15/2012","848.75","845.54","848.89","841.48","621.37M","-0.03%"
"08/14/2012","848.99","845.42","848.99","840.78","608.05M","0.89%"
"08/10/2012","841.50","838.26","841.50","833.82","481.46M","0.27%"
"08/09/2012","839.25","840.39","843.39","833.79","1.07B","0.42%"
"08/08/2012","835.75","836.79","839.53","834.71","1.27B","0.33%"
"08/07/2012","832.96","836.09","836.84","831.55","593.46M","-0.07%"
"08/06/2012","833.52","832.44","834.92","828.51","617.58M","0.98%"
"08/03/2012","825.47","823.69","826.99","816.83","912.02M","-0.44%"
"08/01/2012","829.10","826.78","830.29","824.39","775.77M","0.05%"
"07/31/2012","828.67","828.66","829.16","820.84","704.21M","0.51%"
"07/30/2012","824.48","816.32","824.48","815.85","417.65M","1.49%"
"07/27/2012","812.36","821.21","821.64","808.90","743.96M","0.44%"
"07/26/2012","808.79","824.12","826.23","808.42","639.03M","-1.38%"
"07/25/2012","820.13","818.42","821.06","812.57","602.19M","0.07%"
"07/24/2012","819.59","817.53","823.96","815.93","521.17M","0.14%"
"07/23/2012","818.43","820.99","825.41","817.16","590.24M","-2.22%"
"07/20/2012","836.99","843.54","845.50","834.19","565.89M","-0.45%"
"07/19/2012","840.77","853.39","853.64","838.53","993.56M","-0.71%"
"07/18/2012","846.80","849.29","851.39","843.38","799.32M","-0.54%"
"07/17/2012","851.44","850.34","852.27","847.69","816.70M","0.91%"
"07/16/2012","843.80","843.33","848.33","840.48","552.35M","0.26%"
"07/13/2012","841.59","829.53","843.68","829.53","449.09M","1.56%"
"07/12/2012","828.66","836.13","838.29","828.60","466.41M","-1.42%"
"07/11/2012","840.61","834.49","842.10","833.29","574.22M","0.35%"
"07/10/2012","837.67","824.61","837.67","823.34","496.40M","1.76%"
"07/09/2012","823.21","826.92","827.88","822.77","425.89M","-1.29%"
"07/06/2012","833.94","835.87","838.23","827.32","565.29M","-0.26%"
"07/05/2012","836.15","829.59","836.15","826.64","676.01M","0.68%"
"07/04/2012","830.48","837.86","838.44","827.47","860.24M","-0.48%"
"07/03/2012","834.48","831.33","835.09","829.15","645.07M","0.86%"
"07/02/2012","827.40","824.57","828.45","821.44","571.40M","1.60%"
"06/29/2012","814.38","817.78","826.08","814.38","784.50M","0.04%"
"06/28/2012","814.02","813.42","819.99","805.27","604.24M","0.53%"
"06/27/2012","809.75","802.93","810.75","802.23","572.35M","1.41%"
"06/26/2012","798.51","795.05","801.32","794.04","429.00M","0.36%"
"06/25/2012","795.68","798.85","803.97","795.68","693.87M","-0.55%"
"06/22/2012","800.07","797.53","800.07","793.75","786.74M","-0.60%"
"06/21/2012","804.89","809.94","811.07","802.90","495.01M","-1.44%"
"06/20/2012","816.68","814.80","818.61","812.40","457.66M","-0.03%"
"06/19/2012","816.90","812.14","816.90","808.36","890.24M","0.87%"
"06/18/2012","809.88","822.50","824.79","807.17","952.50M","-0.33%"
"06/15/2012","812.56","808.25","816.37","807.13","1.53B","1.35%"
"06/14/2012","801.72","802.48","810.85","801.37","1.15B","-0.59%"
"06/13/2012","806.51","811.33","813.62","801.63","551.38M","-0.51%"
"06/12/2012","810.66","799.98","810.66","797.65","614.08M","0.34%"
"06/11/2012","807.94","796.74","807.94","796.74","731.09M","3.10%"
"06/08/2012","783.68","774.90","783.68","771.36","415.09M","0.84%"
"06/07/2012","777.14","785.73","789.06","773.83","647.80M","0.20%"
"06/06/2012","775.60","770.26","780.37","769.41","462.02M","1.83%"
"06/05/2012","761.66","776.13","778.32","761.66","610.65M","-1.39%"
"06/01/2012","772.39","787.71","789.73","772.39","604.79M","-2.42%"
"05/31/2012","791.54","781.04","794.48","777.33","780.57M","0.24%"
"05/30/2012","789.62","795.05","797.18","788.76","534.02M","-1.56%"
"05/29/2012","802.16","792.07","804.46","791.87","846.98M","1.31%"
"05/28/2012","791.76","784.10","791.78","778.90","444.42M","0.62%"
"05/25/2012","786.87","777.80","788.69","774.76","534.89M","0.38%"
"05/24/2012","783.86","770.89","783.86","764.09","1.18B","1.78%"
"05/23/2012","770.17","781.38","783.73","768.13","725.48M","-2.02%"
"05/22/2012","786.06","799.42","801.47","786.06","633.52M","-0.59%"
"05/21/2012","790.73","805.20","806.19","790.73","684.29M","-1.98%"
"05/18/2012","806.71","809.48","811.97","802.61","853.76M","-1.84%"
"05/17/2012","821.87","821.96","826.24","815.84","967.99M","0.18%"
"05/16/2012","820.40","815.94","820.40","805.66","1.10B","-1.21%"
"05/15/2012","830.41","814.32","830.41","810.58","733.55M","1.86%"
"05/14/2012","815.21","833.13","840.65","810.36","1.18B","-2.21%"
"05/11/2012","833.65","830.00","836.72","823.56","1.88B","0.15%"
"05/10/2012","832.43","840.01","840.65","828.49","1.77B","-1.52%"
"05/09/2012","845.27","858.92","860.91","845.27","1.62B","-2.19%"
"05/08/2012","864.17","856.98","865.44","854.85","1.16B","0.26%"
"05/04/2012","861.93","872.66","872.66","861.01","1.15B","-1.24%"
"05/03/2012","872.75","872.92","879.50","869.33","1.08B","0.09%"
"05/02/2012","871.94","869.58","873.64","867.86","811.38M","0.94%"
"04/30/2012","863.82","855.09","863.82","854.89","852.67M","1.61%"
"04/27/2012","850.11","850.31","852.48","844.54","531.96M","0.21%"
"04/26/2012","848.32","843.86","851.26","843.86","799.37M","0.71%"
"04/25/2012","842.33","843.33","845.64","838.72","854.77M","0.01%"
"04/24/2012","842.26","838.06","842.26","834.69","885.59M","0.91%"
"04/23/2012","834.68","842.38","844.61","832.56","1.47B","-0.57%"
"04/20/2012","839.45","832.12","840.17","830.04","974.84M","0.82%"
"04/19/2012","832.66","820.58","832.82","819.07","652.36M","1.68%"
"04/18/2012","818.87","820.89","823.27","815.60","632.29M","0.72%"
"04/17/2012","813.00","829.87","829.87","809.76","640.06M","-1.03%"
"04/12/2012","821.45","813.41","821.45","813.41","469.12M","1.32%"
"04/11/2012","810.76","812.25","816.09","808.06","834.39M","-1.07%"
"04/10/2012","819.57","825.28","826.57","813.38","697.78M","-1.46%"
"04/05/2012","831.74","841.62","842.45","827.91","760.32M","-1.37%"
"04/04/2012","843.26","851.28","853.32","843.26","706.34M","-1.20%"
"04/03/2012","853.51","848.26","855.38","848.01","703.85M","1.14%"
"04/02/2012","843.87","842.04","847.13","841.08","448.47M","0.11%"
"03/30/2012","842.91","850.32","851.94","840.46","855.68M","-0.76%"
"03/29/2012","849.34","844.82","850.73","841.55","716.13M","-0.02%"
"03/28/2012","849.51","849.47","853.53","845.67","679.89M","-0.32%"
"03/27/2012","852.25","848.14","852.25","844.45","817.76M","1.85%"
"03/26/2012","836.77","842.99","845.08","835.96","745.17M","-0.59%"
"03/23/2012","841.76","840.48","844.12","830.10","1.17B","0.30%"
"03/22/2012","839.22","851.41","857.00","839.22","2.57B","-1.52%"
"03/21/2012","852.14","843.18","852.14","840.23","1.72B","1.01%"
"03/20/2012","843.65","838.32","846.73","837.67","1.03B","0.68%"
"03/19/2012","837.93","843.59","847.87","837.93","1.73B","-0.06%"
"03/16/2012","838.44","827.74","838.44","824.71","1.92B","1.83%"
"03/15/2012","823.39","819.82","826.05","819.41","1.34B","0.64%"
"03/14/2012","818.14","817.35","820.98","813.18","1.02B","1.01%"
"03/13/2012","809.97","812.13","813.09","802.71","1.37B","0.29%"
"03/12/2012","807.65","817.53","820.02","804.49","1.18B","-0.89%"
"03/09/2012","814.89","824.41","824.94","814.89","1.91B","-0.99%"
"03/08/2012","823.07","813.49","823.07","813.21","1.51B","1.51%"
"03/06/2012","810.79","812.25","816.16","808.54","771.01M","-0.48%"
"03/05/2012","814.68","818.90","819.58","813.77","753.75M","-0.79%"
"03/02/2012","821.18","825.27","827.85","820.56","1.14B","-0.09%"
"03/01/2012","821.96","817.39","823.20","815.57","1.40B","0.39%"
"02/29/2012","818.78","810.78","818.78","810.29","1.09B","1.37%"
"02/28/2012","807.69","801.04","807.69","798.49","612.98M","1.06%"
"02/27/2012","799.19","809.13","810.04","797.64","701.40M","-1.12%"
"02/24/2012","808.27","806.13","809.32","804.66","698.35M","0.58%"
"02/23/2012","803.61","802.97","805.36","795.03","976.32M","0.25%"
"02/22/2012","801.59","806.61","809.71","801.38","5.85B","-0.26%"
"02/21/2012","803.66","802.46","806.04","799.97","1.02M","0.43%"
"02/20/2012","800.22","799.60","801.66","796.53","1.40M","0.67%"
"02/17/2012","794.86","796.21","797.02","789.13","1.15M","0.98%"
"02/16/2012","787.13","790.17","792.38","784.75","1.36M","-0.60%"
"02/15/2012","791.85","782.11","793.21","782.11","2.05M","2.03%"
"02/14/2012","776.12","781.86","787.35","773.24","1.24M","-1.02%"
"02/13/2012","784.08","782.79","786.57","781.09","762.89K","0.37%"
"02/10/2012","781.21","783.17","787.10","779.57","815.65K","-0.45%"
"02/09/2012","784.72","784.24","787.65","779.31","1.26M","0.17%"
"02/08/2012","783.39","776.32","787.15","776.21","1.40M","1.61%"
"02/07/2012","770.95","767.68","772.13","764.11","982.84K","0.67%"
"02/06/2012","765.82","774.30","775.68","765.82","935.42K","-0.41%"
"02/03/2012","768.96","765.41","769.42","761.94","1.07M","0.73%"
"02/02/2012","763.40","763.43","769.03","762.25","1.21M","0.56%"
"02/01/2012","759.16","756.55","760.08","753.02","1.79M","0.23%"
"01/31/2012","757.45","755.00","757.45","749.26","822.47K","0.87%"
"01/30/2012","750.95","751.83","755.36","749.14","1.26M","-0.16%"
"01/27/2012","752.18","748.94","753.48","746.86","833.57K","0.85%"
"01/26/2012","745.81","740.54","746.52","740.10","549.61K","1.24%"
"01/25/2012","736.69","745.71","746.25","735.99","514.00K","-0.84%"
"01/24/2012","742.95","744.26","748.81","742.95","769.60K","0.17%"
"01/23/2012","741.67","739.92","744.98","739.21","382.16K","0.29%"
"01/20/2012","739.56","742.19","743.13","737.58","648.33K","-0.14%"
"01/19/2012","740.60","740.50","742.82","736.36","712.54K","0.71%"
"01/18/2012","735.37","739.61","741.74","735.29","910.77K","-0.63%"
"01/17/2012","740.03","729.48","740.03","728.30","680.14K","2.15%"
"01/16/2012","724.43","725.57","726.47","722.68","519.17K","-0.82%"
"01/13/2012","730.40","735.45","736.95","727.55","743.62K","-0.74%"
"01/12/2012","735.88","737.54","739.45","734.33","610.05K","-0.04%"
"01/11/2012","736.14","737.61","742.21","735.56","704.69K","-0.27%"
"01/10/2012","738.13","734.53","740.07","733.90","882.74K","0.81%"
"01/09/2012","732.21","723.76","732.21","723.13","718.55K","0.90%"
"01/06/2012","725.69","725.00","728.96","723.79","798.07K","-0.20%"
"01/05/2012","727.12","726.45","730.39","723.50","827.35K","0.02%"
"01/04/2012","726.99","727.22","731.54","725.16","684.66K","1.20%"
"12/30/2011","718.40","719.60","720.04","715.76","646.68K","0.16%"
"12/29/2011","717.28","714.49","723.66","714.38","531.37K","-0.64%"
"12/28/2011","721.87","720.70","722.23","717.50","410.50K","0.00%"
"12/27/2011","721.90","725.34","725.60","718.12","415.73K","-0.37%"
"12/26/2011","724.57","730.72","731.71","723.60","586.86K","-0.47%"
"12/23/2011","727.97","734.65","735.20","727.97","1.13M","-0.65%"
"12/22/2011","732.73","734.31","736.71","728.50","1.17M","-0.20%"
"12/21/2011","734.22","735.19","738.41","733.96","910.48K","1.24%"
"12/20/2011","725.26","727.96","731.46","725.26","1.25M","-0.04%"
"12/19/2011","725.54","724.23","730.56","722.20","812.78K","-0.13%"
"12/16/2011","726.49","720.49","728.73","719.98","1.18M","1.03%"
"12/15/2011","719.06","709.16","719.06","705.40","1.62M","0.12%"
"12/14/2011","718.21","726.00","728.49","718.21","1.27M","-0.71%"
"12/13/2011","723.36","724.58","728.03","719.85","1.38M","-0.35%"
"12/09/2011","725.92","726.71","727.90","722.28","1.28M","-1.06%"
"12/08/2011","733.72","732.27","740.37","730.57","1.66M","-0.41%"
"12/07/2011","736.72","729.95","736.72","727.66","1.89M","1.69%"
"12/06/2011","724.50","727.66","729.00","719.64","1.35M","0.04%"
"12/02/2011","724.23","717.89","724.39","713.49","1.38M","1.15%"
"12/01/2011","716.02","717.49","720.74","713.01","1.77M","2.68%"
"11/30/2011","697.33","694.61","699.21","692.10","928.87K","0.80%"
"11/29/2011","691.79","688.99","697.15","686.72","684.13K","0.35%"
"11/28/2011","689.41","681.85","689.54","681.85","529.71K","2.04%"
"11/25/2011","675.60","683.52","684.38","674.96","442.81K","-1.61%"
"11/24/2011","686.66","685.05","687.81","682.08","511.45K","0.49%"
"11/23/2011","683.31","680.46","684.33","678.80","990.17K","-0.11%"
"11/22/2011","684.07","678.87","685.89","674.99","530.91K","1.36%"
"11/21/2011","674.87","683.15","688.26","674.87","847.46K","-2.02%"
"11/18/2011","688.80","692.18","693.92","688.12","729.61K","-1.18%"
"11/17/2011","697.03","698.02","701.77","696.18","1.03M","-0.54%"
"11/16/2011","700.81","691.49","700.81","690.08","1.09M","1.12%"
"11/15/2011","693.03","695.62","700.82","691.47","774.72K","-0.04%"
"11/14/2011","693.30","692.92","699.67","692.12","975.23K","1.51%"
"11/11/2011","683.01","682.36","685.44","677.92","453.86K","0.14%"
"11/10/2011","682.03","669.41","682.03","669.41","640.32K","-0.03%"
"11/09/2011","682.23","692.88","696.28","682.23","936.68K","-1.94%"
"11/08/2011","695.76","679.13","695.76","676.72","648.85K","3.28%"
"11/07/2011","673.68","679.72","681.96","672.36","416.72K","-0.29%"
"11/04/2011","675.61","684.46","686.04","675.61","556.49K","-0.16%"
"11/03/2011","676.69","672.34","676.69","666.79","579.90K","-1.01%"
"11/02/2011","683.61","672.29","686.51","670.11","791.29K","1.02%"
"11/01/2011","676.74","688.71","694.38","675.34","770.80K","-2.20%"
"10/31/2011","691.97","694.44","698.67","688.56","606.10K","0.00%"
"10/28/2011","691.99","689.81","702.08","689.81","1.28M","1.55%"
"10/27/2011","681.44","674.29","684.18","674.13","1.16M","2.48%"
"10/26/2011","664.93","663.17","670.80","657.65","565.13K","-0.42%"
"10/25/2011","667.75","655.38","669.09","651.90","808.49K","3.56%"
"10/21/2011","644.80","637.96","649.69","636.18","534.10K","0.98%"
"10/20/2011","638.53","651.01","651.01","633.87","970.20K","-3.42%"
"10/19/2011","661.11","677.43","677.57","657.47","726.87K","-1.69%"
"10/18/2011","672.47","670.12","672.47","660.51","685.13K","-2.01%"
"10/17/2011","686.26","679.44","687.01","677.09","867.02K","1.91%"
"10/14/2011","673.43","657.25","673.43","655.33","708.12K","2.32%"
"10/13/2011","658.17","675.79","676.61","658.17","1.37M","-1.98%"
"10/12/2011","671.49","664.92","674.13","658.43","1.32M","0.86%"
"10/11/2011","665.75","659.32","670.43","659.03","1.46M","2.77%"
"10/10/2011","647.80","630.23","647.80","626.15","788.61K","1.84%"
"10/07/2011","636.07","654.56","655.84","636.07","1.24M","-0.49%"
"10/06/2011","639.21","618.93","639.57","615.70","1.44M","6.74%"
"10/05/2011","598.86","598.35","607.32","593.78","927.96K","1.06%"
"10/04/2011","592.57","604.93","609.72","583.83","1.45M","-1.55%"
"10/03/2011","601.90","610.70","612.11","599.10","1.03M","-5.41%"
"09/30/2011","636.30","647.50","650.26","635.48","789.42K","-1.30%"
"09/29/2011","644.66","639.56","654.71","638.87","851.31K","-0.76%"
"09/28/2011","649.60","656.01","664.13","648.85","1.10M","-1.95%"
"09/27/2011","662.51","647.48","662.51","631.34","1.43M","5.30%"
"09/26/2011","629.14","659.54","659.54","602.32","1.94M","-5.68%"
"09/23/2011","667.02","676.68","677.68","654.93","1.69M","-3.20%"
"09/22/2011","689.10","705.21","705.38","689.10","1.25M","-3.90%"
"09/21/2011","717.08","711.76","718.85","710.24","650.54K","0.33%"
"09/20/2011","714.70","706.12","714.70","700.93","643.67K","1.11%"
"09/19/2011","706.87","712.53","714.67","706.87","621.48K","-1.64%"
"09/16/2011","718.64","726.70","728.32","716.88","663.14K","-0.37%"
"09/15/2011","721.34","714.74","721.62","708.28","1.19M","1.41%"
"09/14/2011","711.34","720.18","720.69","701.79","845.61K","-0.77%"
"09/13/2011","716.87","726.64","728.53","713.70","685.74K","-0.89%"
"09/12/2011","723.30","728.89","730.86","720.25","925.92K","-2.22%"
"09/09/2011","739.73","747.53","748.28","738.83","1.09M","-0.98%"
"09/08/2011","747.06","740.70","747.06","738.38","844.77K","0.39%"
"09/07/2011","744.18","736.88","744.25","735.60","915.18K","1.32%"
"09/06/2011","734.49","724.53","734.49","722.61","836.64K","0.66%"
"09/05/2011","729.69","734.79","737.87","727.44","540.74K","-1.70%"
"09/02/2011","742.30","749.08","749.73","737.29","534.11K","-0.53%"
"09/01/2011","746.25","756.52","756.52","745.39","909.82K","-0.11%"
